chr	start	end	rDHS_accession	cCRE_accession	group
chr19	9914034	9914187	EH38D3040215	EH38E1937861	dELS,CTCF-bound
chr19	9914490	9914655	EH38D3040216	EH38E1937862	dELS,CTCF-bound
chr19	9914670	9915020	EH38D3040217	EH38E1937863	dELS,CTCF-bound
chr19	9917378	9917543	EH38D3040219	EH38E1937865	dELS,CTCF-bound
chr19	9927599	9927860	EH38D3040221	EH38E1937867	dELS,CTCF-bound
chr19	9930865	9931205	EH38D3040222	EH38E1937868	CTCF-only,CTCF-bound
chr19	9933919	9934138	EH38D3040223	EH38E1937869	dELS,CTCF-bound
chr19	9934274	9934623	EH38D3040224	EH38E1937870	dELS,CTCF-bound
chr19	9934748	9934937	EH38D3040225	EH38E1937871	pELS
chr19	9935338	9935604	EH38D3040226	EH38E1937872	pELS
chr19	9935634	9935971	EH38D3040227	EH38E1937873	pELS,CTCF-bound
chr19	9936022	9936266	EH38D3040228	EH38E1937874	pELS
chr19	9936369	9936704	EH38D3040229	EH38E1937875	PLS
chr19	9936959	9937298	EH38D3040230	EH38E1937876	pELS
chr19	9940795	9941126	EH38D3040234	EH38E1937877	dELS
chr19	9941306	9941614	EH38D3040235	EH38E1937878	dELS
chr19	9941630	9941974	EH38D3040236	EH38E1937879	dELS
chr19	9945466	9945813	EH38D3040238	EH38E1937881	dELS,CTCF-bound
chr19	9946833	9947034	EH38D3040239	EH38E1937882	dELS
chr19	9947500	9947687	EH38D3040241	EH38E1937883	dELS,CTCF-bound
chr19	9948782	9949129	EH38D3040242	EH38E1937884	dELS,CTCF-bound
chr19	9953887	9954236	EH38D3040244	EH38E1937886	dELS,CTCF-bound
chr19	9958393	9958737	EH38D3040248	EH38E1937889	dELS,CTCF-bound
chr19	9966569	9966831	EH38D3040254	EH38E1937893	DNase-H3K4me3,CTCF-bound
chr19	9986942	9987290	EH38D3040260	EH38E1937897	dELS,CTCF-bound
chr19	10000201	10000551	EH38D3040266	EH38E1937901	CTCF-only,CTCF-bound
chr19	10000557	10000763	EH38D3040267	EH38E1937902	DNase-H3K4me3,CTCF-bound
chr19	10001948	10002182	EH38D3040268	EH38E1937903	dELS,CTCF-bound
chr19	10006369	10006695	EH38D3040272	EH38E1937907	dELS
chr19	10007870	10008219	EH38D3040275	EH38E1937909	dELS
chr19	10008859	10009200	EH38D3040278	EH38E1937911	pELS
chr19	10009279	10009557	EH38D3040279	EH38E1937912	pELS,CTCF-bound
chr19	10010494	10010719	EH38D3040281	EH38E1937914	PLS,CTCF-bound
chr19	10018303	10018635	EH38D3040285	EH38E1937918	dELS,CTCF-bound
chr19	10027682	10028031	EH38D3040291	EH38E1937922	dELS,CTCF-bound
chr19	10074309	10074542	EH38D3040314	EH38E1937937	dELS,CTCF-bound
chr19	10085639	10085954	EH38D3040319	EH38E1937940	pELS,CTCF-bound
chr19	10086066	10086416	EH38D3040320	EH38E1937941	PLS,CTCF-bound
chr19	10086626	10086952	EH38D3040321	EH38E1937942	PLS,CTCF-bound
chr19	10087020	10087185	EH38D3040322	EH38E1937943	pELS,CTCF-bound
chr19	10091933	10092265	EH38D3040327	EH38E1937948	pELS
chr19	10095882	10096036	EH38D3040334	EH38E1937953	pELS,CTCF-bound
chr19	10096138	10096487	EH38D3040335	EH38E1937954	pELS,CTCF-bound
chr19	10096643	10096841	EH38D3040336	EH38E1937955	PLS,CTCF-bound
chr19	10099059	10099372	EH38D3040340	EH38E1937957	dELS,CTCF-bound
chr19	10101650	10101853	EH38D3040341	EH38E1937958	pELS
chr19	10102091	10102369	EH38D3040342	EH38E1937959	pELS
chr19	10102380	10102560	EH38D3040343	EH38E1937960	PLS,CTCF-bound
chr19	10102792	10103137	EH38D3040344	EH38E1937961	PLS
chr19	10103150	10103359	EH38D3040345	EH38E1937962	pELS,CTCF-bound
chr19	10104680	10105030	EH38D3040347	EH38E1937964	pELS,CTCF-bound
chr19	10105039	10105386	EH38D3040348	EH38E1937965	pELS
chr19	10105756	10106080	EH38D3040349	EH38E1937966	pELS,CTCF-bound
chr19	10106089	10106439	EH38D3040350	EH38E1937967	PLS,CTCF-bound
chr19	10106504	10106695	EH38D3040351	EH38E1937968	PLS,CTCF-bound
chr19	10106788	10106957	EH38D3040352	EH38E1937969	pELS,CTCF-bound
chr19	10107125	10107365	EH38D3040353	EH38E1937970	pELS
chr19	10107500	10107688	EH38D3040354	EH38E1937971	PLS
chr19	10107830	10108130	EH38D3040355	EH38E1937972	pELS
chr19	10109778	10110057	EH38D3040356	EH38E1937973	PLS
chr19	10110206	10110477	EH38D3040357	EH38E1937974	pELS
chr19	10110704	10110986	EH38D3040358	EH38E1937975	pELS
chr19	10111382	10111714	EH38D3040359	EH38E1937976	PLS,CTCF-bound
chr19	10112066	10112354	EH38D3040360	EH38E1937977	pELS,CTCF-bound
chr19	10112398	10112748	EH38D3040361	EH38E1937978	pELS,CTCF-bound
chr19	10112872	10113221	EH38D3040362	EH38E1937979	pELS,CTCF-bound
chr19	10113461	10113737	EH38D3040363	EH38E1937980	dELS,CTCF-bound
chr19	10113780	10113940	EH38D3040364	EH38E1937981	dELS,CTCF-bound
chr19	10119061	10119388	EH38D3040374	EH38E1937989	pELS,CTCF-bound
chr19	10119464	10119705	EH38D3040375	EH38E1937990	pELS,CTCF-bound
chr19	10119774	10120124	EH38D3040376	EH38E1937991	PLS,CTCF-bound
chr19	10120878	10121206	EH38D3040377	EH38E1937992	pELS,CTCF-bound
chr19	10122160	10122507	EH38D3040378	EH38E1937993	pELS,CTCF-bound
chr19	10126349	10126696	EH38D3040381	EH38E1937995	dELS,CTCF-bound
chr19	10131594	10131927	EH38D3040383	EH38E1937997	dELS
chr19	10138016	10138311	EH38D3040389	EH38E1938003	dELS
chr19	10145377	10145648	EH38D3040397	EH38E1938010	dELS
chr19	10167471	10167819	EH38D3040404	EH38E1938016	dELS
chr19	10168450	10168795	EH38D3040405	EH38E1938017	dELS
chr19	10173652	10173903	EH38D3040408	EH38E1938018	dELS
chr19	10177362	10177711	EH38D3040413	EH38E1938020	dELS
chr19	10184742	10185085	EH38D3040418	EH38E1938024	dELS
chr19	10189659	10190007	EH38D3040426	EH38E1938030	dELS
chr19	10191380	10191730	EH38D3040429	EH38E1938032	dELS,CTCF-bound
chr19	10193361	10193547	EH38D3040431	EH38E1938034	pELS,CTCF-bound
chr19	10193737	10194014	EH38D3040432	EH38E1938035	pELS,CTCF-bound
chr19	10194111	10194326	EH38D3040433	EH38E1938036	pELS,CTCF-bound
chr19	10194366	10194586	EH38D3040434	EH38E1938037	pELS,CTCF-bound
chr19	10194629	10194786	EH38D3040435	EH38E1938038	pELS,CTCF-bound
chr19	10194841	10195191	EH38D3040436	EH38E1938039	PLS,CTCF-bound
chr19	10197782	10198126	EH38D3040439	EH38E1938042	dELS
chr19	10198920	10199090	EH38D3040440	EH38E1938043	dELS
chr19	10203869	10204051	EH38D3040445	EH38E1938048	dELS,CTCF-bound
chr19	10204596	10204883	EH38D3040446	EH38E1938049	dELS
chr19	10205749	10205909	EH38D3040447	EH38E1938050	dELS,CTCF-bound
chr19	10206284	10206605	EH38D3040449	EH38E1938052	dELS
chr19	10206616	10206821	EH38D3040450	EH38E1938053	dELS
chr19	10209367	10209624	EH38D3040452	EH38E1938055	dELS
chr19	10214794	10215143	EH38D3040457	EH38E1938059	dELS
chr19	10218600	10218922	EH38D3040459	EH38E1938061	dELS,CTCF-bound
chr19	10219740	10220089	EH38D3040461	EH38E1938062	dELS,CTCF-bound
chr19	10220382	10220681	EH38D3040462	EH38E1938063	dELS
chr19	10222253	10222597	EH38D3040463	EH38E1938064	dELS
chr19	10222602	10222823	EH38D3040464	EH38E1938065	dELS,CTCF-bound
chr19	10226515	10226863	EH38D3040466	EH38E1938067	dELS,CTCF-bound
chr19	10227020	10227241	EH38D3040467	EH38E1938068	dELS,CTCF-bound
chr19	10227373	10227721	EH38D3040468	EH38E1938069	dELS,CTCF-bound
chr19	10227801	10228045	EH38D3040469	EH38E1938070	dELS,CTCF-bound
chr19	10228456	10228712	EH38D3040470	EH38E1938071	pELS,CTCF-bound
chr19	10228945	10229194	EH38D3040471	EH38E1938072	pELS,CTCF-bound
chr19	10229790	10230023	EH38D3040472	EH38E1938073	pELS,CTCF-bound
chr19	10230032	10230371	EH38D3040473	EH38E1938074	pELS,CTCF-bound
chr19	10230386	10230735	EH38D3040474	EH38E1938075	PLS,CTCF-bound
chr19	10230961	10231205	EH38D3040475	EH38E1938076	PLS,CTCF-bound
chr19	10231225	10231575	EH38D3040476	EH38E1938077	PLS,CTCF-bound
chr19	10231838	10232064	EH38D3040477	EH38E1938078	pELS,CTCF-bound
chr19	10232605	10232885	EH38D3040478	EH38E1938079	pELS,CTCF-bound
chr19	10233997	10234294	EH38D3040479	EH38E1938080	dELS
chr19	10235097	10235260	EH38D3040481	EH38E1938082	dELS,CTCF-bound
chr19	10236120	10236469	EH38D3040483	EH38E1938084	dELS,CTCF-bound
chr19	10236617	10236848	EH38D3040484	EH38E1938085	dELS,CTCF-bound
chr19	10238169	10238518	EH38D3040486	EH38E1938087	dELS,CTCF-bound
chr19	10239254	10239602	EH38D3040487	EH38E1938088	dELS
chr19	10240271	10240552	EH38D3040488	EH38E1938089	dELS
chr19	10241719	10242038	EH38D3040489	EH38E1938090	dELS
chr19	10242080	10242271	EH38D3040490	EH38E1938091	dELS
chr19	10242823	10243170	EH38D3040492	EH38E1938092	dELS
chr19	10243261	10243521	EH38D3040493	EH38E1938093	dELS,CTCF-bound
chr19	10243695	10243898	EH38D3040494	EH38E1938094	dELS,CTCF-bound
chr19	10244380	10244685	EH38D3040495	EH38E1938095	dELS
chr19	10244702	10245024	EH38D3040496	EH38E1938096	dELS
chr19	10245391	10245735	EH38D3040497	EH38E1938097	dELS,CTCF-bound
chr19	10246511	10246824	EH38D3040500	EH38E1938099	dELS
chr19	10247046	10247372	EH38D3040501	EH38E1938100	dELS
chr19	10248044	10248392	EH38D3040502	EH38E1938101	dELS
chr19	10250158	10250355	EH38D3040505	EH38E1938104	pELS,CTCF-bound
chr19	10251113	10251396	EH38D3040506	EH38E1938105	pELS,CTCF-bound
chr19	10251735	10252084	EH38D3040507	EH38E1938106	PLS,CTCF-bound
chr19	10252103	10252258	EH38D3040508	EH38E1938107	PLS,CTCF-bound
chr19	10252376	10252536	EH38D3040509	EH38E1938108	PLS,CTCF-bound
chr19	10252786	10252975	EH38D3040511	EH38E1938109	pELS,CTCF-bound
chr19	10259028	10259363	EH38D3040515	EH38E1938113	pELS,CTCF-bound
chr19	10260128	10260477	EH38D3040517	EH38E1938115	pELS,CTCF-bound
chr19	10261119	10261422	EH38D3040519	EH38E1938117	pELS
chr19	10269547	10269891	EH38D3040526	EH38E1938122	pELS,CTCF-bound
chr19	10269891	10270184	EH38D3040527	EH38E1938123	pELS,CTCF-bound
chr19	10270285	10270629	EH38D3040528	EH38E1938124	pELS,CTCF-bound
chr19	10270633	10270807	EH38D3040529	EH38E1938125	PLS,CTCF-bound
chr19	10270835	10271184	EH38D3040530	EH38E1938126	PLS,CTCF-bound
chr19	10271215	10271394	EH38D3040531	EH38E1938127	pELS,CTCF-bound
chr19	10271617	10271966	EH38D3040532	EH38E1938128	pELS,CTCF-bound
chr19	10272102	10272324	EH38D3040533	EH38E1938129	pELS
chr19	10272752	10273078	EH38D3040534	EH38E1938130	pELS
chr19	10276932	10277218	EH38D3040540	EH38E1938135	dELS
chr19	10282577	10282761	EH38D3040545	EH38E1938140	dELS,CTCF-bound
chr19	10283170	10283519	EH38D3040546	EH38E1938141	pELS,CTCF-bound
chr19	10283740	10284000	EH38D3040547	EH38E1938142	pELS,CTCF-bound
chr19	10285474	10285632	EH38D3040550	EH38E1938144	pELS,CTCF-bound
chr19	10286092	10286265	EH38D3040551	EH38E1938145	pELS,CTCF-bound
chr19	10286274	10286534	EH38D3040552	EH38E1938146	pELS
chr19	10286538	10286769	EH38D3040553	EH38E1938147	pELS,CTCF-bound
chr19	10286822	10287138	EH38D3040554	EH38E1938148	PLS
chr19	10287177	10287332	EH38D3040555	EH38E1938149	pELS,CTCF-bound
chr19	10287420	10287624	EH38D3040556	EH38E1938150	pELS,CTCF-bound
chr19	10287769	10288052	EH38D3040557	EH38E1938151	pELS,CTCF-bound
chr19	10288633	10288980	EH38D3040558	EH38E1938152	pELS,CTCF-bound
chr19	10289061	10289215	EH38D3040559	EH38E1938153	PLS,CTCF-bound
chr19	10289248	10289425	EH38D3040560	EH38E1938154	pELS,CTCF-bound
chr19	10289469	10289794	EH38D3040561	EH38E1938155	pELS,CTCF-bound
chr19	10289796	10289979	EH38D3040562	EH38E1938156	PLS,CTCF-bound
chr19	10290065	10290314	EH38D3040563	EH38E1938157	pELS,CTCF-bound
chr19	10290338	10290653	EH38D3040564	EH38E1938158	pELS,CTCF-bound
chr19	10290662	10290819	EH38D3040565	EH38E1938159	pELS
chr19	10290871	10291086	EH38D3040566	EH38E1938160	pELS
chr19	10291244	10291585	EH38D3040567	EH38E1938161	pELS,CTCF-bound
chr19	10291592	10291796	EH38D3040568	EH38E1938162	pELS,CTCF-bound
chr19	10291891	10292042	EH38D3040569	EH38E1938163	pELS
chr19	10292305	10292655	EH38D3040570	EH38E1938164	dELS,CTCF-bound
chr19	10292692	10292857	EH38D3040571	EH38E1938165	dELS
chr19	10292962	10293293	EH38D3040572	EH38E1938166	dELS
chr19	10293299	10293575	EH38D3040573	EH38E1938167	dELS
chr19	10294326	10294669	EH38D3040575	EH38E1938169	dELS,CTCF-bound
chr19	10295450	10295800	EH38D3040576	EH38E1938170	dELS,CTCF-bound
chr19	10296391	10296646	EH38D3040579	EH38E1938173	DNase-H3K4me3,CTCF-bound
chr19	10299513	10299858	EH38D3040582	EH38E1938174	dELS
chr19	10299942	10300114	EH38D3040583	EH38E1938175	dELS,CTCF-bound
chr19	10301914	10302092	EH38D3040584	EH38E1938176	dELS,CTCF-bound
chr19	10303885	10304203	EH38D3040585	EH38E1938177	dELS
chr19	10305044	10305335	EH38D3040587	EH38E1938179	dELS,CTCF-bound
chr19	10305526	10305859	EH38D3040588	EH38E1938180	dELS,CTCF-bound
chr19	10315401	10315663	EH38D3040595	EH38E1938186	pELS,CTCF-bound
chr19	10315824	10316174	EH38D3040596	EH38E1938187	PLS,CTCF-bound
chr19	10316291	10316612	EH38D3040597	EH38E1938188	pELS
chr19	10323441	10323702	EH38D3040604	EH38E1938195	dELS,CTCF-bound
chr19	10332295	10332448	EH38D3040607	EH38E1938198	pELS,CTCF-bound
chr19	10332531	10332777	EH38D3040608	EH38E1938199	pELS,CTCF-bound
chr19	10332986	10333316	EH38D3040609	EH38E1938200	pELS,CTCF-bound
chr19	10333409	10333759	EH38D3040610	EH38E1938201	PLS,CTCF-bound
chr19	10333781	10333973	EH38D3040611	EH38E1938202	pELS,CTCF-bound
chr19	10334196	10334356	EH38D3040612	EH38E1938203	pELS,CTCF-bound
chr19	10334375	10334604	EH38D3040613	EH38E1938204	pELS
chr19	10334829	10335178	EH38D3040614	EH38E1938205	pELS,CTCF-bound
chr19	10335716	10336001	EH38D3040615	EH38E1938206	dELS,CTCF-bound
chr19	10339591	10339934	EH38D3040618	EH38E1938209	PLS,CTCF-bound
chr19	10345837	10346053	EH38D3040625	EH38E1938212	dELS,CTCF-bound
chr19	10346507	10346846	EH38D3040626	EH38E1938213	dELS,CTCF-bound
chr19	10347109	10347320	EH38D3040627	EH38E1938214	dELS,CTCF-bound
chr19	10352391	10352589	EH38D3040629	EH38E1938216	dELS,CTCF-bound
chr19	10352609	10352848	EH38D3040630	EH38E1938217	dELS
chr19	10352918	10353137	EH38D3040631	EH38E1938218	dELS,CTCF-bound
chr19	10353206	10353553	EH38D3040632	EH38E1938219	dELS
chr19	10353609	10353789	EH38D3040633	EH38E1938220	dELS
chr19	10353823	10354169	EH38D3040634	EH38E1938221	dELS,CTCF-bound
chr19	10354186	10354478	EH38D3040635	EH38E1938222	dELS
chr19	10372250	10372488	EH38D3040642	EH38E1938228	dELS
chr19	10372714	10373064	EH38D3040643	EH38E1938229	dELS,CTCF-bound
chr19	10373219	10373415	EH38D3040644	EH38E1938230	dELS
chr19	10373677	10373939	EH38D3040645	EH38E1938231	dELS
chr19	10378146	10378381	EH38D3040647	EH38E1938233	pELS
chr19	10379934	10380107	EH38D3040648	EH38E1938234	pELS,CTCF-bound
chr19	10380117	10380356	EH38D3040649	EH38E1938235	pELS,CTCF-bound
chr19	10380537	10380887	EH38D3040650	EH38E1938236	PLS,CTCF-bound
chr19	10380892	10381110	EH38D3040651	EH38E1938237	pELS,CTCF-bound
chr19	10384599	10384942	EH38D3040654	EH38E1938240	dELS,CTCF-bound
chr19	10386075	10386425	EH38D3040655	EH38E1938241	dELS,CTCF-bound
chr19	10388882	10389221	EH38D3040657	EH38E1938243	CTCF-only,CTCF-bound
chr19	10389894	10390107	EH38D3040658	EH38E1938244	dELS,CTCF-bound
chr19	10390743	10390984	EH38D3040659	EH38E1938245	dELS,CTCF-bound
chr19	10400608	10400761	EH38D3040666	EH38E1938252	dELS,CTCF-bound
chr19	10401200	10401411	EH38D3040667	EH38E1938253	dELS,CTCF-bound
chr19	10402124	10402365	EH38D3040668	EH38E1938254	pELS
chr19	10402462	10402781	EH38D3040669	EH38E1938255	pELS
chr19	10402847	10403004	EH38D3040670	EH38E1938256	pELS,CTCF-bound
chr19	10403437	10403786	EH38D3040672	EH38E1938257	PLS,CTCF-bound
chr19	10403786	10403944	EH38D3040673	EH38E1938258	pELS,CTCF-bound
chr19	10404135	10404484	EH38D3040674	EH38E1938259	pELS,CTCF-bound
chr19	10404631	10404974	EH38D3040675	EH38E1938260	pELS,CTCF-bound
chr19	10405166	10405394	EH38D3040676	EH38E1938261	pELS
chr19	10405541	10405890	EH38D3040677	EH38E1938262	dELS,CTCF-bound
chr19	10406852	10407060	EH38D3040678	EH38E1938263	dELS
chr19	10407132	10407438	EH38D3040679	EH38E1938264	dELS
chr19	10408619	10408824	EH38D3040680	EH38E1938265	dELS,CTCF-bound
chr19	10408826	10409128	EH38D3040681	EH38E1938266	dELS
chr19	10409330	10409548	EH38D3040682	EH38E1938267	dELS
chr19	10410814	10411003	EH38D3040684	EH38E1938269	dELS
chr19	10411298	10411511	EH38D3040685	EH38E1938270	dELS
chr19	10411701	10411867	EH38D3040686	EH38E1938271	dELS
chr19	10412314	10412664	EH38D3040687	EH38E1938272	dELS
chr19	10412782	10412938	EH38D3040688	EH38E1938273	dELS
chr19	10413250	10413561	EH38D3040689	EH38E1938274	dELS
chr19	10415735	10416076	EH38D3040690	EH38E1938275	pELS,CTCF-bound
chr19	10416234	10416575	EH38D3040691	EH38E1938276	pELS,CTCF-bound
chr19	10416609	10416959	EH38D3040692	EH38E1938277	PLS,CTCF-bound
chr19	10417536	10417717	EH38D3040693	EH38E1938278	pELS,CTCF-bound
chr19	10417804	10417998	EH38D3040694	EH38E1938279	pELS,CTCF-bound
chr19	10418004	10418273	EH38D3040695	EH38E1938280	pELS,CTCF-bound
chr19	10418434	10418759	EH38D3040696	EH38E1938281	pELS,CTCF-bound
chr19	10418986	10419136	EH38D3040697	EH38E1938282	pELS,CTCF-bound
chr19	10419289	10419501	EH38D3040698	EH38E1938283	pELS,CTCF-bound
chr19	10419543	10419852	EH38D3040699	EH38E1938284	pELS,CTCF-bound
chr19	10419867	10420043	EH38D3040700	EH38E1938285	pELS,CTCF-bound
chr19	10420144	10420493	EH38D3040701	EH38E1938286	pELS,CTCF-bound
chr19	10420974	10421286	EH38D3040702	EH38E1938287	pELS,CTCF-bound
chr19	10421376	10421527	EH38D3040703	EH38E1938288	pELS,CTCF-bound
chr19	10421647	10421812	EH38D3040704	EH38E1938289	pELS,CTCF-bound
chr19	10421884	10422219	EH38D3040705	EH38E1938290	pELS,CTCF-bound
chr19	10422282	10422506	EH38D3040706	EH38E1938291	pELS
chr19	10423688	10423947	EH38D3040708	EH38E1938292	dELS,CTCF-bound
chr19	10423950	10424297	EH38D3040709	EH38E1938293	dELS,CTCF-bound
chr19	10424367	10424716	EH38D3040710	EH38E1938294	dELS,CTCF-bound
chr19	10424741	10425089	EH38D3040711	EH38E1938295	dELS,CTCF-bound
chr19	10425273	10425621	EH38D3040712	EH38E1938296	dELS,CTCF-bound
chr19	10426643	10426990	EH38D3040715	EH38E1938299	dELS
chr19	10427270	10427552	EH38D3040716	EH38E1938300	dELS
chr19	10427829	10428054	EH38D3040717	EH38E1938301	dELS
chr19	10428114	10428464	EH38D3040718	EH38E1938302	dELS,CTCF-bound
chr19	10428667	10428832	EH38D3040719	EH38E1938303	dELS
chr19	10430634	10430913	EH38D3040721	EH38E1938305	PLS,CTCF-bound
chr19	10431219	10431568	EH38D3040723	EH38E1938306	pELS,CTCF-bound
chr19	10431750	10431946	EH38D3040724	EH38E1938307	pELS,CTCF-bound
chr19	10431992	10432332	EH38D3040725	EH38E1938308	pELS,CTCF-bound
chr19	10432366	10432714	EH38D3040726	EH38E1938309	PLS,CTCF-bound
chr19	10432725	10432964	EH38D3040727	EH38E1938310	pELS,CTCF-bound
chr19	10436466	10436762	EH38D3040732	EH38E1938315	dELS,CTCF-bound
chr19	10450915	10451262	EH38D3040736	EH38E1938319	pELS
chr19	10451278	10451481	EH38D3040737	EH38E1938320	pELS
chr19	10451687	10452036	EH38D3040738	EH38E1938321	pELS
chr19	10454290	10454640	EH38D3040744	EH38E1938326	pELS,CTCF-bound
chr19	10457186	10457354	EH38D3040746	EH38E1938328	dELS
chr19	10461051	10461207	EH38D3040751	EH38E1938332	dELS,CTCF-bound
chr19	10461219	10461548	EH38D3040752	EH38E1938333	dELS,CTCF-bound
chr19	10461616	10461772	EH38D3040753	EH38E1938334	dELS,CTCF-bound
chr19	10468184	10468449	EH38D3040756	EH38E1938336	dELS,CTCF-bound
chr19	10471993	10472267	EH38D3040758	EH38E1938338	CTCF-only,CTCF-bound
chr19	10475167	10475388	EH38D3040760	EH38E1938340	DNase-H3K4me3,CTCF-bound
chr19	10478546	10478817	EH38D3040762	EH38E1938341	dELS,CTCF-bound
chr19	10478949	10479299	EH38D3040763	EH38E1938342	dELS,CTCF-bound
chr19	10479818	10480130	EH38D3040764	EH38E1938343	dELS,CTCF-bound
chr19	10483624	10483862	EH38D3040766	EH38E1938344	dELS,CTCF-bound
chr19	10485905	10486251	EH38D3040767	EH38E1938345	dELS
chr19	10486286	10486520	EH38D3040768	EH38E1938346	dELS,CTCF-bound
chr19	10486616	10486960	EH38D3040769	EH38E1938347	dELS
chr19	10492155	10492402	EH38D3040772	EH38E1938350	pELS,CTCF-bound
chr19	10498434	10498779	EH38D3040773	EH38E1938351	dELS,CTCF-bound
chr19	10499689	10499886	EH38D3040774	EH38E1938352	dELS
chr19	10500056	10500355	EH38D3040775	EH38E1938353	dELS,CTCF-bound
chr19	10501997	10502347	EH38D3040776	EH38E1938354	pELS,CTCF-bound
chr19	10502360	10502518	EH38D3040777	EH38E1938355	pELS,CTCF-bound
chr19	10502631	10502973	EH38D3040778	EH38E1938356	PLS,CTCF-bound
chr19	10503137	10503349	EH38D3040779	EH38E1938357	pELS,CTCF-bound
chr19	10503416	10503588	EH38D3040780	EH38E1938358	pELS,CTCF-bound
chr19	10503588	10503861	EH38D3040781	EH38E1938359	PLS,CTCF-bound
chr19	10505698	10505899	EH38D3040782	EH38E1938360	dELS,CTCF-bound
chr19	10510251	10510538	EH38D3040788	EH38E1938365	dELS,CTCF-bound
chr19	10510579	10510878	EH38D3040789	EH38E1938366	dELS,CTCF-bound
chr19	10514197	10514488	EH38D3040793	EH38E1938368	pELS,CTCF-bound
chr19	10514502	10514708	EH38D3040794	EH38E1938369	pELS,CTCF-bound
chr19	10514841	10515135	EH38D3040795	EH38E1938370	PLS,CTCF-bound
chr19	10516871	10517215	EH38D3040799	EH38E1938374	pELS,CTCF-bound
chr19	10517412	10517753	EH38D3040800	EH38E1938375	PLS,CTCF-bound
chr19	10517800	10518115	EH38D3040801	EH38E1938376	PLS,CTCF-bound
chr19	10518308	10518645	EH38D3040802	EH38E1938377	pELS
chr19	10520953	10521247	EH38D3040805	EH38E1938380	dELS,CTCF-bound
chr19	10533673	10534010	EH38D3040812	EH38E1938384	dELS,CTCF-bound
chr19	10534012	10534216	EH38D3040813	EH38E1938385	dELS,CTCF-bound
chr19	10535646	10535996	EH38D3040814	EH38E1938386	dELS,CTCF-bound
chr19	10541465	10541789	EH38D3040821	EH38E1938390	CTCF-only,CTCF-bound
chr19	10543241	10543417	EH38D3040823	EH38E1938392	pELS,CTCF-bound
chr19	10543541	10543891	EH38D3040824	EH38E1938393	pELS,CTCF-bound
chr19	10543989	10544204	EH38D3040825	EH38E1938394	PLS,CTCF-bound
chr19	10544295	10544613	EH38D3040826	EH38E1938395	pELS,CTCF-bound
chr19	10544692	10544842	EH38D3040827	EH38E1938396	pELS,CTCF-bound
chr19	10544984	10545319	EH38D3040828	EH38E1938397	pELS,CTCF-bound
chr19	10550379	10550700	EH38D3040830	EH38E1938399	pELS
chr19	10551684	10551933	EH38D3040832	EH38E1938401	pELS,CTCF-bound
chr19	10552642	10552895	EH38D3040834	EH38E1938403	pELS
chr19	10553946	10554296	EH38D3040837	EH38E1938406	pELS,CTCF-bound
chr19	10554965	10555291	EH38D3040839	EH38E1938408	dELS
chr19	10555298	10555571	EH38D3040840	EH38E1938409	dELS,CTCF-bound
chr19	10556375	10556715	EH38D3040842	EH38E1938411	dELS,CTCF-bound
chr19	10564719	10564936	EH38D3040844	EH38E1938412	pELS,CTCF-bound
chr19	10565018	10565177	EH38D3040845	EH38E1938413	pELS,CTCF-bound
chr19	10565283	10565574	EH38D3040846	EH38E1938414	pELS,CTCF-bound
chr19	10565813	10565966	EH38D3040847	EH38E1938415	PLS,CTCF-bound
chr19	10565968	10566191	EH38D3040848	EH38E1938416	PLS,CTCF-bound
chr19	10566710	10567060	EH38D3040849	EH38E1938417	pELS,CTCF-bound
chr19	10567150	10567458	EH38D3040850	EH38E1938418	pELS,CTCF-bound
chr19	10568060	10568329	EH38D3040852	EH38E1938420	pELS,CTCF-bound
chr19	10568545	10568753	EH38D3040853	EH38E1938421	pELS,CTCF-bound
chr19	10568898	10569248	EH38D3040854	EH38E1938422	PLS,CTCF-bound
chr19	10569510	10569820	EH38D3040855	EH38E1938423	pELS,CTCF-bound
chr19	10572366	10572703	EH38D3040857	EH38E1938425	dELS,CTCF-bound
chr19	10576980	10577163	EH38D3040862	EH38E1938427	dELS,CTCF-bound
chr19	10577165	10577501	EH38D3040863	EH38E1938428	dELS,CTCF-bound
chr19	10581004	10581353	EH38D3040866	EH38E1938429	dELS,CTCF-bound
chr19	10587203	10587442	EH38D3040872	EH38E1938434	PLS,CTCF-bound
chr19	10593196	10593524	EH38D3040875	EH38E1938437	dELS,CTCF-bound
chr19	10593902	10594252	EH38D3040876	EH38E1938438	dELS,CTCF-bound
chr19	10594261	10594607	EH38D3040877	EH38E1938439	dELS,CTCF-bound
